"","X","Country","Date","Annual.GDP","GDP.per.capita","Debt","Debt.Per.Capita","Deficit...M...","Expenditure..M...","Expenditure.Per.Capita","Corruption.Index","Exports","Exports...GDP","Imports","Imports...GDP","Population","Fertility.Rate","Crude.death.rate","HDI","Life.expectancy","CO2.Tons.per.capita","Continent","status"
"1074",1074,"Thailand",2008,291383,4471,102323,1570,2346,56294.1,864,30,177777.6,0.6036,179224.7,0.6085,65170000,1.55,0.00716,0.714,73.34,3.59,"Asia","Developing"
"1075",1075,"Thailand",2007,262943,4058,92215,1423,564,51249.2,791,33,153867.4,0.5469,139965.7,0.4975,64790000,1.55,0.00715,0.71,72.92,3.56,"Asia","Developing"
"1076",1076,"Thailand",2006,221758,3442,85343,1325,4441,40820.2,634,36,129721.7,0.5853,128773.2,0.581,64420000,1.56,0.00714,0.699,72.5,3.48,"Asia","Developing"
"1077",1077,"Thailand",2005,189318,2956,84215,1315,2578,36270.3,566,30,110936.4,0.5863,118177.6,0.6246,64050000,1.57,0.00712,0.693,72.1,3.45,"Asia","Developing"
"1078",1078,"Thailand",2004,172895,2715,77767,1221,1859,32493.6,510,30,96248.2,0.5572,94409.8,0.5465,63690000,1.58,0.0071,0.683,71.73,3.36,"Asia","Developing"
"1079",1079,"Thailand",2003,152281,2405,70650,1116,2942,27197,430,33,80323.6,0.5274,75824.3,0.4979,63320000,1.6,0.00706,0.674,71.39,3.09,"Asia","Developing"
"1080",1080,"Thailand",2002,134301,2133,68368,1086,-8371,32019.2,509,32,68108,0.5073,64645,0.4815,62960000,1.62,0.00701,0.666,71.09,2.98,"Asia","Developing"
"1081",1081,"Trinidad and Tobago",2016,21754,15938,8439,6183,-2728,7860.6,5759,35,7633,0.3509,8052,0.3701,1365000,1.75,0.00816,0.785,73.1,26.33,"North America","Developing"
"1082",1082,"Trinidad and Tobago",2015,25121,18470,7010,5154,-2030,9398.2,6910,39,10748,0.4278,9233,0.3675,1360000,1.77,0.00807,0.783,72.94,26.73,"North America","Developing"
"1083",1083,"Trinidad and Tobago",2014,27478,20287,6473,4781,-1269,9658.8,7134,38,14530.4,0.5288,11248.8,0.4094,1354000,1.78,0.00799,0.779,72.77,27.35,"North America","Developing"
"1084",1084,"Trinidad and Tobago",2013,27110,20108,6648,4931,-762,8950.8,6640,38,18744.8,0.6914,12629.1,0.4658,1348000,1.79,0.00793,0.779,72.58,26.35,"North America","Developing"
"1085",1085,"Trinidad and Tobago",2012,25769,19208,6326,4714,-341,8000.9,5962,39,12983.4,0.5038,9065,0.3518,1342000,1.8,0.00787,0.774,72.38,25.01,"North America","Developing"
"1086",1086,"Trinidad and Tobago",2011,25789,19321,7216,5406,-172,7584.5,5681,32,14943.9,0.5795,9510.9,0.3688,1335000,1.8,0.00782,0.773,72.17,28.99,"North America","Developing"
"1087",1087,"Trinidad and Tobago",2010,22522,16958,4407,3318,29,6844.8,5154,36,10981.7,0.4876,6479.6,0.2877,1328000,1.81,0.00777,0.775,71.95,29.15,"North America","Developing"
"1088",1088,"Trinidad and Tobago",2009,19562,14801,3924,2968,-1061,7253.9,5487,36,9126,0.4665,6955.4,0.3556,1322000,1.8,0.00773,0.772,71.71,26.1,"North America","Developing"
"1089",1089,"Trinidad and Tobago",2008,28233,21464,3677,2796,1523,7529.8,5726,30,18650.4,0.6606,9591.4,0.3397,1315000,1.8,0.0077,0.773,71.46,28.55,"North America","Developing"
"1090",1090,"Trinidad and Tobago",2007,22006,16808,3444,2631,364,5986.1,4573,34,13396.2,0.6088,7662.8,0.3482,1309000,1.79,0.00767,0.768,71.21,27.18,"North America","Developing"
"1091",1091,"Trinidad and Tobago",2006,18600,14274,3014,2313,790,5374,4124,32,14154.7,0.761,6484.5,0.3486,1303000,1.78,0.00765,0.757,70.95,27.52,"North America","Developing"
"1092",1092,"Trinidad and Tobago",2005,16170,12468,3073,2369,794,3909.4,3014,30,9941.7,0.6148,5693.9,0.3521,1297000,1.77,0.00764,0.752,70.69,23.93,"North America","Developing"
"1093",1093,"Trinidad and Tobago",2004,13472,10439,3128,2423,248,3028.6,2346,40,6517.2,0.4838,4858,0.3606,1291000,1.76,0.00762,0.746,70.43,22.08,"North America","Developing"
"1094",1094,"Trinidad and Tobago",2003,11464,8928,3331,2594,207,2550.1,1986,46,5177.6,0.4516,3892,0.3395,1284000,1.75,0.00761,0.737,70.16,20.61,"North America","Developing"
"1095",1095,"Trinidad and Tobago",2002,9148,7159,3261,2552,-18,2235.9,1750,49,3880,0.4241,3643,0.3982,1278000,1.74,0.00761,0.728,69.9,17.95,"North America","Developing"
"1096",1096,"Tunisia",2016,41802,3666,26041,2284,-2604,12074.8,1059,41,13572,0.3247,19461.8,0.4656,11403000,2.24,0.00629,0.732,76.12,2.64,"Africa","Developing"
"1097",1097,"Tunisia",2015,43152,3828,23916,2121,-2288,12585.1,1116,38,14073.4,0.3261,20220.9,0.4686,11274000,2.25,0.0063,0.728,75.92,2.67,"Africa","Developing"
"1098",1098,"Tunisia",2014,47634,4274,24539,2202,-1837,14186.5,1273,40,16755.6,0.3518,24827.6,0.5212,11144000,2.25,0.0063,0.725,75.73,2.64,"Africa","Developing"
"1099",1099,"Tunisia",2013,46248,4199,21664,1967,-3434,14995.8,1361,41,17060.6,0.3689,24266,0.5247,11015000,2.24,0.00629,0.723,75.55,2.52,"Africa","Developing"
"1100",1100,"Tunisia",2012,45044,4138,21462,1971,-2316,13404.2,1231,41,17007.4,0.3776,24470.6,0.5433,10887000,2.22,0.00627,0.719,75.38,2.57,"Africa","Developing"
"1101",1101,"Tunisia",2011,45810,4257,19733,1834,-1537,13422.9,1247,38,17847,0.3896,23952.1,0.5229,10761000,2.18,0.00624,0.718,75.21,2.47,"Africa","Developing"
"1102",1102,"Tunisia",2010,44054,4140,17262,1622,-211,11080.6,1041,43,16426.6,0.3729,22215.4,0.5043,10640000,2.14,0.00619,0.716,75.04,2.63,"Africa","Developing"
"1103",1103,"Tunisia",2009,43466,4131,17706,1683,-1181,11245.3,1069,42,14445.1,0.3323,19096.2,0.4393,10522000,2.1,0.00614,0.71,74.88,2.42,"Africa","Developing"
"1104",1104,"Tunisia",2008,44844,4309,18845,1811,-291,11136.1,1070,40,19320,0.4308,24638.4,0.5494,10407000,2.05,0.00607,0.707,74.72,2.45,"Africa","Developing"
"1105",1105,"Tunisia",2007,38915,3779,17429,1693,-1007,9517.7,924,42,15165.4,0.3897,19099.4,0.4908,10298000,2.02,0.006,0.701,74.56,2.42,"Africa","Developing"
"1106",1106,"Tunisia",2006,34377,3372,16484,1617,-841,8240,808,46,11694.4,0.3402,15007.3,0.4366,10196000,2,0.00592,0.695,74.39,2.37,"Africa","Developing"
"1107",1107,"Tunisia",2005,32272,3194,16909,1674,-876,7795,772,49,10493.6,0.3252,13177,0.4083,10102000,1.99,0.00585,0.689,74.22,2.32,"Africa","Developing"
"1108",1108,"Tunisia",2004,31184,3113,16878,1685,-688,7533,752,50,9684.8,0.3106,12817.7,0.411,10018000,2,0.00578,0.682,74.03,2.28,"Africa","Developing"
"1109",1109,"Tunisia",2003,27454,2762,15140,1523,-762,6762,680,49,8026.8,0.2924,10909.9,0.3974,9940000,2.02,0.00571,0.673,73.84,2.17,"Africa","Developing"
"1110",1110,"Tunisia",2002,23142,2346,12541,1271,-619,5860.7,594,48,6874.3,0.297,9526,0.4116,9864000,2.05,0.00564,0.666,73.64,2.21,"Africa","Developing"
"1111",1111,"Turkey",2016,863390,10817,244501,3063,-20330,302982.4,3796,41,149247,0.1651,202189.2,0.23,79814871,2.11,0.0053,0.787,78.1,4.96,"Asia","Developing"
"1112",1112,"Turkey",2015,859449,10915,237550,3017,-10872,286768.5,3642,42,150982.1,0.1676,213619.2,0.2413,78741053,2.14,0.0052,0.783,78.2,4.67,"Asia","Developing"
"1113",1113,"Turkey",2014,934075,12022,268651,3458,-13353,310340.8,3994,45,166504.9,0.1687,251142.4,0.2592,77695904,2.17,0.0051,0.778,78.1,4.61,"Asia","Developing"
"1114",1114,"Turkey",2013,950328,12395,298220,3890,-13963,324934.9,4238,50,161480.9,0.1604,260822.8,0.2657,76667864,2.08,0.0049,0.771,78.2,4.39,"Asia","Developing"
"1115",1115,"Turkey",2012,873696,11553,285734,3778,-15988,300432.8,3973,49,152461.7,0.1749,236545.1,0.2713,75627384,2.09,0.0054,0.76,77.6,4.65,"Asia","Developing"
"1116",1116,"Turkey",2011,832497,11141,303751,4065,-5719,277872.3,3719,42,134906.9,0.1626,240841.7,0.2902,74724269,2.03,0.0051,0.753,77.1,4.49,"Asia","Developing"
"1117",1117,"Turkey",2010,772290,10476,298423,4048,-19042,278572.4,3779,44,113883.2,0.1468,185544.3,0.2388,73722988,2.04,0.005,0.734,76.8,4.27,"Asia","Developing"
"1118",1118,"Turkey",2009,644470,8882,284396,3919,-42821,246209.4,3393,44,102142.6,0.1586,140928.4,0.2181,72561312,2.09,0.0054,0.718,76,4.17,"Asia","Developing"
"1119",1119,"Turkey",2008,764643,10692,260367,3641,-20466,263571.9,3685,40,132027.2,0.1716,201963.6,0.2615,71517100,2.1,0.0055,0.71,73.65,4.3,"Asia","Developing"
"1120",1120,"Turkey",2007,675010,9563,268669,3806,-9860,227590.5,3224,41,107271.8,0.1585,170062.7,0.2515,70586256,2.13,0.0056,0.708,73.24,4.31,"Asia","Developing"
"1121",1121,"Turkey",2006,550796,7899,237671,3408,3950,188967.5,2710,38,85535,0.1559,139576,0.2546,69729967,2.24,0.0057,0.701,72.83,3.98,"Asia","Developing"
"1122",1122,"Turkey",2005,501163,7278,267239,3881,-5648,162416.4,2359,35,73476,0.1465,116774,0.2325,68860539,2.27,0.0059,0.69,72.42,3.62,"Asia","Developing"
"1123",1123,"Turkey",2004,404853,5953,225753,3319,-17393,141392.4,2079,30,63167,0.1567,97540,0.2418,68010221,2.31,0.0061,0.685,72,3.51,"Asia","Developing"
"1124",1124,"Turkey",2003,311944,4643,196581,2926,-27197,120973,1801,31,47253,0.1512,69340,0.2218,67187251,2.35,0.0063,0.679,71.56,3.46,"Asia","Developing"
"1125",1125,"Turkey",2002,238342,3589,141106,2125,-23477,98572.5,1484,32,36059,0.1528,51554,0.2183,66401851,2.4,0.0066,0.672,71.08,3.34,"Asia","Developing"
"1126",1126,"Uganda",2016,24750,677,9176,251,-1199,4873.5,133,25,2482.3,0.1003,4829.5,0.1951,36561000,5.24,0.00703,0.508,61.99,0.12,"Africa","Developing"
"1127",1127,"Uganda",2015,22960,647,7868,222,-1070,4554.8,128,25,2267,0.0987,5528.1,0.2408,35492000,5.39,0.00735,0.505,61.37,0.12,"Africa","Developing"
"1128",1128,"Uganda",2014,26723,775,8201,238,-1250,4834.2,140,26,2262,0.0846,6073.5,0.2273,34477000,5.55,0.00772,0.5,60.67,0.12,"Africa","Developing"
"1129",1129,"Uganda",2013,25710,767,7139,213,-1032,4300.8,128,26,2407.7,0.0936,5817.5,0.2263,33510000,5.7,0.00814,0.496,59.88,0.12,"Africa","Developing"
"1130",1130,"Uganda",2012,24587,755,6027,185,-738,4055.9,125,29,2357.5,0.0959,6044.1,0.2458,32548000,5.85,0.00861,0.492,59.02,0.13,"Africa","Developing"
"1131",1131,"Uganda",2011,21108,669,4940,157,-562,3624,115,24,2159.1,0.1023,5630.9,0.2668,31537000,5.98,0.00911,0.49,58.09,0.12,"Africa","Developing"
"1132",1132,"Uganda",2010,20212,662,4527,148,-1145,3804,125,25,1618.6,0.0801,4664.3,0.2308,30521000,6.11,0.00966,0.486,57.1,0.11,"Africa","Developing"
"1133",1133,"Uganda",2009,18579,629,3570,121,-388,2837.1,96,25,1567.6,0.0844,4247.4,0.2286,29549000,6.23,0.01024,0.477,56.06,0.11,"Africa","Developing"
"1134",1134,"Uganda",2008,17279,605,3510,123,-447,2902.8,102,20,1724.3,0.0998,4525.9,0.2619,28578000,6.33,0.01084,0.47,54.98,0.12,"Africa","Developing"
"1135",1135,"Uganda",2007,13497,489,2972,108,-143,2317,84,28,1336.7,0.099,3493.4,0.2588,27606000,6.43,0.01146,0.459,53.89,0.07,"Africa","Developing"
"1136",1136,"Uganda",2006,10851,407,3908,146,-90,1928,72,27,962.2,0.0887,2557.3,0.2357,26678000,6.52,0.01209,0.449,52.78,0.06,"Africa","Developing"
"1137",1137,"Uganda",2005,9603,372,5300,205,-21,1802.1,70,25,812.8,0.0846,2054.1,0.2139,25795000,6.59,0.01275,0.437,51.68,0.06,"Africa","Developing"
"1138",1138,"Uganda",2004,8285,332,5266,211,37,1677,67,20,653.5,0.0789,1726,0.2083,24956000,6.66,0.01346,0.43,50.55,0.06,"Africa","Developing"
"1139",1139,"Uganda",2003,6724,279,4812,200,-85,1436.3,60,22,531.6,0.0791,1375,0.2045,24116000,6.72,0.0142,0.43,49.42,0.06,"Africa","Developing"
"1140",1140,"Uganda",2002,6494,279,4613,198,-174,1413.3,61,21,467.4,0.072,1053,0.1621,23277000,6.78,0.01497,0.421,48.3,0.05,"Africa","Developing"
"1141",1141,"United Kingdom",2016,2669107,40658,2238992,34004,-90252,1119230.9,16998,81,410855.7,0.1519,636730.8,0.2362,65844142,1.79,0.0091,0.92,81.2,5.93,"Europe","Developed"
"1142",1142,"United Kingdom",2015,2897060,44495,2518808,38526,-134522,1239760.5,18963,81,465849.8,0.157,630002.7,0.2138,65379044,1.8,0.0092,0.918,81,6.32,"Europe","Developed"
"1143",1143,"United Kingdom",2014,3036310,47004,2737291,42207,-170517,1322107.4,20386,78,510789,0.1646,694126,0.2249,64853393,1.81,0.0088,0.919,81.4,6.61,"Europe","Developed"
"1144",1144,"United Kingdom",2013,2755356,42981,2389193,37127,-154005,1222389.7,18996,76,546754.8,0.194,662160.1,0.237,64351203,1.83,0.009,0.915,81.1,7.26,"Europe","Developed"
"1145",1145,"United Kingdom",2012,2677082,42023,2243083,35100,-221371,1236903,19355,74,478780.3,0.1743,702839.9,0.2564,63905342,1.92,0.0089,0.898,81,7.54,"Europe","Developed"
"1146",1146,"United Kingdom",2011,2635799,41650,2214366,34875,-199871,1218341.6,19188,78,510380.1,0.1903,680938.8,0.2553,63495088,1.91,0.0087,0.899,81,7.22,"Europe","Developed"
"1147",1147,"United Kingdom",2010,2455309,39122,1839482,29188,-229726,1172832.9,18610,76,420181.6,0.168,592270.9,0.2385,63022532,1.92,0.0089,0.905,80.6,7.91,"Europe","Developed"
"1148",1148,"United Kingdom",2009,2403357,38601,1538814,24617,-244268,1143960.1,18300,77,358158.2,0.1466,522860,0.2145,62510197,1.89,0.009,0.899,80.4,7.7,"Europe","Developed"
"1149",1149,"United Kingdom",2008,2934747,47469,1212098,19537,-151114,1301817.1,20983,70,477475.5,0.1608,668599.8,0.224,62042343,1.91,0.0094,0.896,79.8,8.61,"Europe","Developed"
"1150",1150,"United Kingdom",2007,3085300,50316,1202506,19530,-82488,1268514.5,20602,84,446804.9,0.1424,644565.5,0.2056,61571647,1.86,0.0094,0.892,79.7,8.94,"Europe","Developed"
"1151",1151,"United Kingdom",2006,2700951,44404,1115868,18271,-75252,1104956.8,18092,86,453735.3,0.166,615682.7,0.2255,61073279,1.82,0.0094,0.889,79.5,9.19,"Europe","Developed"
"1152",1152,"United Kingdom",2005,2527843,41843,1003179,16549,-79979,1046994.4,17271,86,393458.2,0.1539,521919.4,0.2044,60620361,1.76,0.0096,0.891,79.2,9.26,"Europe","Developed"
"1153",1153,"United Kingdom",2004,2404700,40112,893937,14854,-74305,966899.3,16066,80,349734.2,0.1436,469731.7,0.1945,60182050,1.75,0.0097,0.886,79,9.35,"Europe","Developed"
"1154",1154,"United Kingdom",2003,2045693,34302,715051,11959,-64386,796593.8,13322,87,308650.8,0.1487,394573.5,0.1943,59793759,1.7,0.0102,0.878,78.4,9.4,"Europe","Developed"
"1155",1155,"United Kingdom",2002,1775814,29913,591611,9943,-33531,671152.9,11280,87,281409,0.1565,360332.8,0.2034,59501394,1.63,0.0102,0.874,78.3,9.22,"Europe","Developed"
"1156",1156,"United States",2016,18715000,57901,19991190,61868,-798938,6635975,20537,74,1451010.7,0.0775,2250153.9,0.1202,323127513,1.82,0.00849,0.922,78.54,16.02,"North America","Developed"
"1157",1157,"United States",2015,18224800,56787,19072288,59434,-649856,6406209,19963,76,1502572.2,0.0824,2315301.2,0.127,320896618,1.84,0.00844,0.92,78.69,16.33,"North America","Developed"
"1158",1158,"United States",2014,17527300,55010,18299851,57445,-706990,6216418,19514,74,1620531.9,0.0925,2412547,0.1376,318563456,1.86,0.00824,0.918,78.84,16.96,"North America","Developed"
"1159",1159,"United States",2013,16784900,53061,17582124,55604,-766052,6037155,19093,73,1579593,0.0941,2329059.8,0.1388,316204908,1.86,0.00822,0.916,78.74,16.85,"North America","Developed"
"1160",1160,"United States",2012,16197000,51556,16717971,53242,-1300320,6032289,19211,73,1545703,0.0954,2336524,0.1443,313998379,1.88,0.0081,0.918,78.74,16.74,"North America","Developed"
"1161",1161,"United States",2011,15542600,49826,15501912,49739,-1508133,6045286,19397,71,1482508,0.0954,2266024,0.1458,311663358,1.89,0.00807,0.917,78.64,17.44,"North America","Developed"
"1162",1162,"United States",2010,14992100,48403,14301894,46232,-1652786,5983280,19342,71,1278495,0.0853,1969183.9,0.1313,309348193,1.93,0.008,0.914,78.54,18,"North America","Developed"
"1163",1163,"United States",2009,14448900,47008,12525873,40831,-1906803,5993627,19538,75,1056043,0.0731,1605295.7,0.1111,306771529,2,0.0079,0.91,78.39,17.36,"North America","Developed"
"1164",1164,"United States",2008,14712800,48283,10838278,35641,-975467,5485767,18040,70,1287442,0.0875,2169487.1,0.1475,304093966,2.07,0.0081,0.91,78.04,18.89,"North America","Developed"
"1165",1165,"United States",2007,14451900,47869,9341161,31010,-420585,5001963,16605,72,1148199,0.0794,2020403,0.1398,301231207,2.12,0.008,0.905,77.99,19.69,"North America","Developed"
"1166",1166,"United States",2006,13814600,46214,8864416,29708,-280350,4654166,15598,73,1025967,0.0743,1918077,0.1388,298379912,2.11,0.0081,0.901,77.69,19.61,"North America","Developed"
"1167",1167,"United States",2005,13036600,44026,8530536,28867,-400080,4423473,14969,76,901082,0.0691,1732706,0.1329,295516599,2.06,0.0083,0.898,77.49,20.15,"North America","Developed"
"1168",1168,"United States",2004,12213700,41630,8070658,27563,-517664,4119149,14068,70,814875,0.0667,1525680,0.1249,292805298,2.05,0.0082,0.895,77.49,20.3,"North America","Developed"
"1169",1169,"United States",2003,11458200,39412,6712816,23139,-545819,3899592,13442,75,724771,0.0633,1303050,0.1137,290107933,2.05,0.0084,0.893,77.04,20.19,"North America","Developed"
"1170",1170,"United States",2002,10936400,37971,6070215,21105,-416881,3683339,12806,77,693103,0.0634,1200230,0.1097,287625193,2.02,0.0085,0.889,76.94,20.1,"North America","Developed"
"1171",1171,"Uruguay",2016,52687,15387,32353,9448,-1631,17125.7,5001,71,7043,0.1337,8136.6,0.1544,3424132,1.99,0.00945,0.802,77.5,1.93,"South America","Developing"
"1172",1172,"Uruguay",2015,53275,15366,33498,9662,-1181,16558.3,4776,74,7687.5,0.1443,9489.4,0.1781,3467000,2,0.00944,0.8,77.37,1.96,"South America","Developing"
"1173",1173,"Uruguay",2014,57236,16572,31784,9202,-1623,18163.5,5259,73,9132.1,0.1596,11484.6,0.2007,3454000,2,0.00942,0.801,77.24,1.95,"South America","Developing"
"1174",1174,"Uruguay",2013,57531,16723,31249,9084,-1081,18092.5,5259,73,9066.8,0.1576,11642.4,0.2024,3440000,2,0.0094,0.797,77.12,2.21,"South America","Developing"
"1175",1175,"Uruguay",2012,51266,14962,27697,8084,-1215,15470.6,4516,72,8709.2,0.1699,11652.1,0.2273,3426000,2.01,0.00938,0.79,77,2.55,"South America","Developing"
"1176",1176,"Uruguay",2011,47962,14054,21465,6289,-175,13779.2,4037,70,7911.8,0.165,10726.4,0.2236,3413000,2.01,0.00935,0.782,76.88,2.27,"South America","Developing"
"1177",1177,"Uruguay",2010,40285,11860,17838,5251,-170,12032.4,3542,69,6724.2,0.1669,8621.8,0.214,3397000,2.01,0.0099,0.773,76.75,1.89,"South America","Developing"
"1178",1178,"Uruguay",2009,31661,9372,15900,4707,-482,9403.4,2784,67,5404.8,0.1707,6906.7,0.2181,3378000,2.02,0.00962,0.778,76.6,2.37,"South America","Developing"
"1179",1179,"Uruguay",2008,30366,9029,15246,4533,-432,8711.6,2590,60,5941.9,0.1957,9069.4,0.2987,3363000,2.03,0.00941,0.766,76.44,2.33,"South America","Developing"
"1180",1180,"Uruguay",2007,23461,6985,15948,4748,-40,6846.7,2038,67,4517.6,0.1926,5627.7,0.2399,3359000,2.05,0.0103,0.762,76.25,1.78,"South America","Developing"
"1181",1181,"Uruguay",2006,19620,5843,14851,4423,-138,5741.9,1710,64,3989.3,0.2033,4806.1,0.245,3358000,2.07,0.00937,0.761,76.05,1.93,"South America","Developing"
"1182",1182,"Uruguay",2005,17398,5190,14592,4353,-52,4984.1,1487,59,3421.9,0.1967,3879,0.223,3352000,2.1,0.00979,0.756,75.83,1.65,"South America","Developing"
"1183",1183,"Uruguay",2004,13708,4103,12829,3840,-130,3981.8,1192,60,2931,0.2138,3114,0.2272,3341000,2.13,0.00976,0.754,75.6,1.72,"South America","Developing"
"1184",1184,"Uruguay",2003,12067,3615,13464,4034,-289,3651.9,1094,55,2206,0.1828,2190,0.1815,3338000,2.16,0.00986,0.75,75.37,1.38,"South America","Developing"
"1185",1185,"Uruguay",2002,13632,4073,14949,4466,-474,4107.7,1227,51,1861,0.1365,1964,0.1441,3347000,2.18,0.00956,0.747,75.15,1.39,"South America","Developing"
"1186",1186,"Venezuela",2016,279249,9356,13917,466,-29821,70576.8,2365,17,26696,0.0956,15540,0.0556,29846179,2.32,0.00662,0.766,72.41,4.62,"South America","Developing"
"1187",1187,"Venezuela",2015,323595,10757,36400,1210,-36400,97067.6,3227,17,37309,0.1153,33330,0.103,30081829,2.34,0.00641,0.775,72.58,5.09,"South America","Developing"
"1188",1188,"Venezuela",2014,212347,7068,56611,1884,-35382,106146.1,3533,19,74714,0.3518,43169,0.2033,30045134,2.37,0.0062,0.778,72.76,5.77,"South America","Developing"
"1189",1189,"Venezuela",2013,234401,7870,74580,2504,-31963,95888.6,3220,20,88753,0.3786,48773,0.2081,29783571,2.39,0.006,0.776,72.92,5.89,"South America","Developing"
"1190",1190,"Venezuela",2012,331628,11294,103569,3527,-41428,144996.7,4938,19,97340,0.2935,51331,0.1548,29362449,2.42,0.00582,0.774,73.04,6.36,"South America","Developing"
"1191",1191,"Venezuela",2011,334272,11571,95526,3307,-23882,119407.7,4133,19,92811,0.2777,48000,0.1436,28888369,2.45,0.00568,0.771,74.3,5.8,"South America","Developing"
"1192",1192,"Venezuela",2010,294507,10325,88279,3095,-29426,88278.9,3095,20,65745,0.2232,39000,0.1324,28524000,2.49,0.00556,0.759,74.12,6.51,"South America","Developing"
"1193",1193,"Venezuela",2009,237448,8448,33958,1208,-33958,67916.9,2416,19,57603,0.2426,41540,0.1749,28106000,2.52,0.00547,0.753,73.94,6.25,"South America","Developing"
"1194",1194,"Venezuela",2008,289877,10469,41417,1496,-971306813,82833.6,2992,10,95021,0.3278,50450,0.174,27689000,2.55,0.0054,0.753,73.76,6.31,"South America","Developing"
"1195",1195,"Venezuela",2007,221953,8138,44386,1627,-618075967,88772.1,3255,20,69980,0.3153,46096.6,0.2077,27273000,2.58,0.00533,0.744,73.58,5.32,"South America","Developing"
"1196",1196,"Venezuela",2006,177722,6617,44428,1654,-280830652,88856.4,3308,23,65578,0.369,33616,0.1891,26858000,2.62,0.00527,0.727,73.38,5.49,"South America","Developing"
"1197",1197,"Venezuela",2005,143326,5420,47749,1806,594574424,47749.3,1806,23,55716,0.3887,24027.3,0.1676,26445000,2.65,0.00522,0.714,73.18,5.69,"South America","Developing"
"1198",1198,"Venezuela",2004,112189,4310,56120,2156,294853719,56119.9,2156,20,39668,0.3536,16679.3,0.1487,26033000,2.69,0.00518,0.7,72.98,5.48,"South America","Developing"
"1199",1199,"Venezuela",2003,83670,3266,83694,3266,19249596,3614572056,141072986,24,27230,0.3254,9256,0.1106,25622000,2.72,0.00514,0.687,72.78,5.29,"South America","Developing"
"1200",1200,"Venezuela",2002,95570,3791,95640,3793,-152928830,3196202985,126773084,25,26781,0.2802,12963,0.1356,25212000,2.76,0.00512,0.688,72.64,5.38,"South America","Developing"
"1201",1201,"Vietnam",2016,201326,2172,120148,1296,-7770,56069.6,605,33,176580.8,0.8771,174803.8,0.8683,92691000,2.03,0.00619,0.689,75.17,2.56,"Asia","Developing"
